name, area_list, description, url, category, tags_list, address, access, business_hours, regular_holidays, tarif, phone_no, if_reservation_needed
土本観光果樹園,'四国'  '高知県',有袋栽培で安心・安全なリンゴと梨を栽培,https://www.walkerplus.com/spot/ar0939s59438/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    高知県高岡郡佐川町二ツ野1308[地図],    【電車】JR佐川駅あるいは西佐川駅からタクシーで約15分　【車】高知自動車道伊野ICから約40分,    9:00～17:00,    期間中無休,入園料 中学生以上 600円 小学生 500円 幼児(3歳以上) 400円 3歳未満無料　※団体(15名以上)大人のみ1割引, 0889-22-0206,
元祖 天童観光果樹園,'東北'  '山形県',全天候型ドーム園地で雨天時も味覚狩りが楽しめる農園,https://www.walkerplus.com/spot/ar0206s59679/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山形県天童市大字上荻野戸807[地図],    【電車】JR天童駅からタクシーで約20分。JR山寺駅からタクシーで約10分 【車】山形自動車道山形北ICから国道13号線経由県道111号線で約15分,    09:00～17:00    最終入園16:00,,ブドウ・リンゴ狩り各入園料(園内1時間食べ放題) 大人(中学生以上) 800円 子供(小学生) 700円 小人(3歳以上幼児) 600円 10月上旬からは同一料金にてリンゴとブドウどちらももぎとり可, 023-654-1558,
関りんご農園,'関東'  '群馬県',季節ごとに6種類のリンゴ狩りが楽しめる農園,https://www.walkerplus.com/spot/ar0310s59251/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    群馬県利根郡川場村大字谷地315[地図],    【車】関越高速道沼田ICから約15分,    9:00～ 日没,    9～12月はなし,リンゴ狩り入園料 一律 300円, 0278-52-2166,要予約 電話にて要予約
ラピュタファーム,'九州'  '福岡県',果樹園の中にあるカフェレストランが人気,https://www.walkerplus.com/spot/ar1040s37934/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    福岡県田川郡川崎町大字安眞木4408-1[地図],    【電車】JR豊前川崎駅からタクシーに乗り約45分 【車】九州自動車道小倉南ICから約40分,    レストラン・平日 11:30～13:30    ※土・日・祝は11:30～14:30,    月曜(祝日の場合翌日)、木曜,, 0947-47-4000 (レストラン),
多田体験農園,'関西'  '大阪府',田植え、稲刈りや野菜の収穫が体験できる広大な農園,https://www.walkerplus.com/spot/ar0727s59687/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    大阪府豊能郡能勢町大里377[地図],    【電車】能勢電鉄妙見線・日生線山下駅から阪急バスに乗り、大里下車徒歩5分 【車】阪神高速道路11号池田線池田木部第二出入口から国道173号線を北上し約30分,    10:00～17:00,    なし,サツマイモ狩り 2株 500円, 072-734-0520 予約受付・FAX兼用,072-734-0520 予約受付・FAX兼用
山口観光ぶどう梨園,'東海'  '三重県',住宅地の中で栽培法にこだわった果物を味わう,https://www.walkerplus.com/spot/ar0624s59079/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    三重県津市高茶屋小森町1854[地図],    【電車】近鉄久居駅東口から三重交通バス香良洲行きに乗り高茶屋団地前下車徒歩5分 【車】伊勢自動車道久居ICから国道165号を経由し伊勢方面へ4km,    9:00～17:00 LO:16:30,    営業期間中は無休,ブドウ(種なし)狩り 大人(中学生以上) 1300円 小人(小学生) 1000円 幼児(3歳以上) 700円 2歳以下無料 巨峰狩り 大人(中学生以上) 1700円 小人(小学生) 1300円 幼児(3歳以上) 900円 3歳未満無料。プラス400円で梨とのセット狩りも可能 梨狩り 大人(中学生以上) 1200円 小人(小学生) 1000円 幼児(3歳以上) 700円 3歳未満無料, 059-235-4755,要予約 団体(20名以上)の場合のみ
関西サイクルスポーツセンター,'関西'  '大阪府',混雑する時間の目安,https://www.walkerplus.com/spot/ar0727s395418/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    大阪府河内長野市天野町1304[地図],    【電車】南海電鉄高野線・近鉄長野線河内長野駅からバス約25分 【車】阪和自動車道岸和田和泉ICから約20分,    平日10:00～17:00、土日祝9:30～17:30    ※季節により変動あり,    火曜日,有料。 入場料 大人(中学生以上)800円、子供(3歳～小学生)500円、シルバー(60歳以上)400円、2歳以下無料, 0721-54-3101,
真田りんご園,'関東'  '群馬県',はしごを使わず収穫でき、子供やお年寄りも安心,https://www.walkerplus.com/spot/ar0310s59931/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    群馬県沼田市中発知町1001[地図],    【電車】上越線・沼田駅より路線バス迦葉山行き湯船橋バス停下車徒歩5分/上越新幹線・上毛高原駅よりタクシーで20分【車】関越自動車道・沼田ICより10分,    09:00～17:00 LO:16:45,    2013年9/8（日）～11/30（土）は無休,入園料 大人（高校生以上） 350円 子供（小・中学生） 250円 園児以下は無料, 0278-23-9290 自宅,40台     大型バス5台（要予約）、無料
くろべ牧場まきばの風,'北陸'  '富山県',黒部の雄大な景色と四季を堪能できる牧場,https://www.walkerplus.com/spot/ar0516s07615/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',  〒938-0864 富山県黒部市宇奈月町栃屋 字広谷4番地,    【電車】JR黒部宇奈月温泉駅から車で約15分【車】北陸自動車道黒部ICまたは魚津ICから約20分,    10:00～17:00。11月～3月は10:00～16:00,    年末年始,入場無料。, 0765-52-2604,
生駒高原りんご園,'九州'  '宮崎県',宮崎県で唯一リンゴ狩りが楽しめる観光農園,https://www.walkerplus.com/spot/ar1045s59454/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    宮崎県小林市南西方8565-32[地図],    【車】宮崎自動車道小林ICから約5分,    8:30～17:00,    期間中無休,入園料 5歳以上500円(税込) ※試食1個付き、りんご持ち帰り 980円/kg(税込), 0984-27-1654,要予約 20名以上の場合、電話で要予約
ルスツリゾート遊園地,'北海道'  '北海道',60種類以上のアトラクションがそろう北海道最大級の遊園地,https://www.walkerplus.com/spot/ar0101s357660/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道虻田郡留寿都村字泉川13[地図],    【電車】JR札幌駅近辺の乗車場所(加森ビル3)から専用無料バス(予約制)で終点下車 【車】札幌市内から約90分,    9:00～    曜日・時期により変動あり。2021年シーズンはナイター営業なし。詳しくは公式サイト参照,    月曜・火曜(祝日の場合は営業)、2021年10月11日(月)～10月15日(金)    2021年4月29日(祝)～5月5日(祝)、7月22日(祝)～8月29日(日)は毎日営業,有料。 1日券：大人5100円、小学生4100円、4歳～小学生未満・シニア(60歳以上)1300円。トワイライト券(14:00以降の入園)：大人4100円、小学生3100円、4歳～小学生未満・シニア(60歳以上)1300円。【夏休み 2021年7月22日(祝)～8月29日(日)】1日券：大人5600円、小学生4600円、4歳～小学生未満・シニア(60歳以上)1300円。トワイライト券(14:00以降の入園)：大人4600円、小学生3600円、4歳～小学生未満・シニア(60歳以上)1300円※3歳以下無料, 0136-46-3111,【電車】JR札幌駅近辺の乗車場所(加森ビル3)から専用無料バス(予約制)で終点下車 【車】札幌市内から約90分
須磨浦山上遊園,'関西'  '兵庫県'  '須磨浦公園駅(兵庫県)',四季折々の神戸の絶景が広がる,https://www.walkerplus.com/spot/ar0728s142911/    ,遊ぶ,'遊園地・レジャー施設'  '展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    兵庫県神戸市須磨区一ノ谷町5丁目3-2[地図],    【電車】山陽電車須磨浦公園駅からすぐ 【車】阪神高速道路神戸線若宮ランプから約5分,    3月～10月 10:00～18:00。11月～2月 10:00～17:00    予告なく変更する場合あり、公式サイトにて確認,    火曜。祝日、春休み、GW、夏休みは営業。ミニカーランド、サイクルモノレール、平日は休業,有料。 ロープウェイ 大人片道500円、往復920円。小人 片道250円、往復460円。往復割引回遊券 Aコース(ロープウェイ～カーレーター～展望閣～観光リフト)大人1800円、小人1350円。Bコース(ロープウェイ～カーレーター～展望閣)大人1200円、小人750円。その他乗り物は有料, 078-731-2520 (代),
瀬尾果樹園,'関東'  '茨城県',低農薬栽培が自慢の果樹園,https://www.walkerplus.com/spot/ar0308s58856/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    茨城県つくば市上菅間952[地図],    【電車】つくばエクスプレスつくば駅からつくバス(北部シャトルバス)に乗り筑波山口で下車 レンタサイクルで約10分 【車】常磐自動車道土浦北ICから約30分,    9:00～16:30    最終入園16:00,    味覚狩り開催期間は無休,食べ放題 中学生以上 1000円 小学生 600円 小学生以下 200円 2歳以下は無料 もぎとりコース 1kg 1000円, 029-866-2084,
虚空蔵山観光農園フルーツランド,'四国'  '高知県',虚空蔵山の山頂にある家族で楽しめる農園,https://www.walkerplus.com/spot/ar0939s58859/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    高知県高岡郡佐川町東組824-3[地図],    【電車】JR斗賀野駅から徒歩45分またはタクシーで約10分 【車】高知自動車道須崎東ICまたは伊野ICから約30分,    9:00～18:00,    期間中無休,入園料(食べ放題付き、豊水梨の場合) 中学生以上 700円 小学生 450円 幼児(4歳以上) 350円 果物の種類により異なる。4歳未満無料, 0889-22-3505,
観光農園 大野園,'北海道'  '北海道',ペット連れで果物狩りが楽しめる観光農園,https://www.walkerplus.com/spot/ar0101s58577/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道余市郡仁木町東町8-5[地図],    【電車】JR仁木駅から車で約5分,    9:00～16:00 受付終了,    不定休,果物により入園料が異なる, 0135-32-2137,
原遊覧園・原農園,'甲信越'  '長野県',食べ放題が時間無制限で満喫できる農園,https://www.walkerplus.com/spot/ar0420s58565/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県塩尻市宗賀桔梗ヶ原71-52[地図],    【電車】JR塩尻駅から徒歩15分 【車】長野自動車道塩尻ICから15分,    09:00～17:00    受付時間9:00～16:00,    味覚狩り期間中（8月上旬～11月中旬）なし,食べ放題果物狩り(1種類) 大人(中学生以上) 500円 子供(小学生) 300円 小人(3歳以上) 250円 シニア(65歳以上) 400円 3歳未満無料, 0263-52-2958,
竹森ガーデン,'四国'  '愛媛県',大粒のブドウを栽培している果樹園,https://www.walkerplus.com/spot/ar0938s59067/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    愛媛県上浮穴郡久万高原町下畑野川乙209-39[地図],    【電車】JR松山駅からバスに乗り久万高原駅下車 タクシーで約15分,    平日10:00～17:00、土日祝9:00～17:00,    水曜    荒天の場合は休園あり,有料。 入園料 中学生以上 1000～1300円 小学生 700～1000円 幼児(3歳以上) 300～500円 3歳未満無料　※ブドウの品種により料金が異なる　※団体(20名以上)大人のみ1割引, 0892-41-0005,
ポポちゃんのりんご園【2021年リンゴ狩り中止】,'東北'  '岩手県',美味しいリンゴと美しい景色が楽しめる観光農園,https://www.walkerplus.com/spot/ar0203s59686/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    岩手県一関市藤沢町黄海字箕ノ輪287[地図],    【電車】JR花泉駅から車で約15分 【車】東北自動車道若柳金成ICまたは一関ICから約40分,    9:00～16:00,    なし,, 0191-63-5333,要予約 リンゴ狩りは電話またはFAXで要予約
三和観光農園,'甲信越'  '長野県',大型体験工房を完備する団体利用にも適した観光農園,https://www.walkerplus.com/spot/ar0420s58753/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県飯田市北方3442-3[地図],    【電車】JR飯田駅から車で約15分 【車】中央自動車道飯田ICから約10分または飯田山本ICから約15分,    8:30～17:00    最終入園15:00,    なし,ブルーベリー狩り(土産付き)小学生以上1000円、4歳以上500円、3歳以下無料。団体割引あり　※その他料金は公式サイトを確認, 0265-25-4729,
フルーツパーク 久松農園,'関東'  '茨城県',時期が合えばバリエーション豊富な体験が可能！,https://www.walkerplus.com/spot/ar0308s58749/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    茨城県かすみがうら市下佐谷885[地図],    【車】常磐自動車道土浦北ICまたは千代田石岡ICから約15分,    9:00～16:00,    なし,園児（3歳以上） リンゴ狩り ５００円 大人, 090-4019-9898 果物狩り受付,
